neighborhood,address,unit,zip_code,bedrooms,bathrooms,half_baths,price,net_effective_price,building_type,sqft,furnished,no_fee,lease_months,months_free,available_date,date_listed,url
Flatbush,2510 Bedford Avenue,4H,11226,2,1,0,2699,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/2510-bedford-avenue-brooklyn/4h
Bensonhurst,1701 79th Street,5,11214,1,1,0,1700,0,MIXED_USE,700,f,f,,0.00,2026-01-01,2025-12-09,https://streeteasy.com/building/7823-17-avenue-brooklyn/5
Kew Gardens,83-57 118th Street,6B,11415,1,1,0,2499,0,RENTAL,850,f,f,,0.00,2025-12-04,2025-12-09,https://streeteasy.com/building/83_57-118-street-kew_gardens/6b
Astoria,30-59 Steinway Street,E2,11103,0,1,0,2000,0,MIXED_USE,0,f,f,,0.00,2025-12-31,2025-12-09,https://streeteasy.com/building/30_59-steinway-street-astoria/e2
Crown Heights,874 Bergen Street,3A,11238,1,1,0,2950,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/874-bergen-street-brooklyn/3a
Bushwick,230 Troutman Street,2B,11237,1,1,0,2675,0,RENTAL,0,f,f,,0.00,2025-12-06,2025-12-09,https://streeteasy.com/building/230-troutman-street-brooklyn/2b
Bushwick,960 Willoughby Avenue,2H,11221,2,1,0,3200,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/960-willoughby-avenue-brooklyn/2h
Lincoln Square,240 West 64th Street,3C,10023,1,1,0,2970,2599,RENTAL,0,f,f,12,1.50,2025-12-06,2025-12-09,https://streeteasy.com/building/236_240-west-64-street-new_york/3c
Journal Square,122 Magnolia Avenue,,07306,4,1,1,4200,0,HOUSE,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/rental/4925780
West Chelsea,448 West 19th Street,5J,10011,1,1,0,4400,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-09,https://streeteasy.com/building/448-west-19-street-new_york/5j
Elmhurst,41-42 Elbertson Street,402,11373,1,1,0,1900,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-10,https://streeteasy.com/building/41_42-elbertson-street-elmhurst/402
Bushwick,291 Jefferson Street,3L,11237,2,1,1,3099,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-10,https://streeteasy.com/building/291-jefferson-street-brooklyn/3l
Crown Heights,533 Park Place,1F,11238,1,1,1,3600,3300,RENTAL,0,f,f,12,1.00,2025-12-15,2025-12-10,https://streeteasy.com/building/533-park-place-brooklyn/1f
Jersey City,49 Fisk Street,PH60,07305,2,1,0,3274,0,RENTAL,778,f,f,,0.00,2025-12-09,2025-12-10,https://streeteasy.com/building/birch-house/ph60
Two Bridges,109 Madison Street,9,10002,2,2,0,3400,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-10,https://streeteasy.com/building/109-madison-street-new_york/9
Upper West Side,164 West 74th Street,PHA,10023,4,3,1,30000,0,CONDO,2532,f,f,,0.00,2026-01-04,2025-12-10,https://streeteasy.com/building/the-marbury/pha
Williamsburg,808 Driggs Avenue,6O,11211,2,1,0,4200,3850,RENTAL,0,f,f,12,1.00,2025-12-09,2025-12-10,https://streeteasy.com/building/808-driggs-avenue-brooklyn/6o
Stuyvesant Heights,721A Madison Street,2,11221,3,2,1,6500,0,TWOFAMILY,1400,f,f,,0.00,2026-02-01,2025-12-10,https://streeteasy.com/building/721a-madison-street-brooklyn/2
Crown Heights,1010 Pacific Street,615A,11238,1,1,0,3329,0,RENTAL,0,f,f,,0.00,2026-01-05,2025-12-10,https://streeteasy.com/building/pacific-house/615a
Union City,4428-4430 Bergenline Avenue,4A,07087,0,1,0,2300,0,UNKNOWN,0,f,f,,0.00,2025-12-09,2025-12-10,https://streeteasy.com/building/4428_4430-bergenline-avenue-union_city/4a
Williamsburg,130 Hope Street,533,11211,1,1,0,4667,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-10,https://streeteasy.com/building/casa-hope/533
Two Bridges,293 Cherry Street,D2,10002,2,1,0,4500,0,CONDO,825,f,f,,0.00,2025-12-09,2025-12-10,https://streeteasy.com/building/293-cherry-street-new_york/d2
Bayside,58-52 206th Street,1,11364,3,2,1,3900,0,TWOFAMILY,1154,f,f,,0.00,2025-12-09,2025-12-10,https://streeteasy.com/building/58_52-206-street-oakland_gardens/1
Bushwick,1156 Halsey Street,1,11207,3,2,0,5495,0,THREEFAMILY,1512,f,f,,0.00,2025-12-09,2025-12-10,https://streeteasy.com/building/1156-halsey-street-brooklyn/1
Williamsburg,101 Bedford Avenue,C-607,11211,1,1,0,5931,0,RENTAL,777,f,f,,0.00,2026-02-06,2025-12-10,https://streeteasy.com/building/101-bedford-avenue-brooklyn/c607
Lenox Hill,420 East 61st Street,40A,10065,0,1,0,4100,0,RENTAL,500,f,f,,0.00,2025-12-09,2025-12-10,https://streeteasy.com/building/one-sutton-place-north/40a
Lenox Hill,525 East 72nd Street,37D,10021,0,1,0,4000,0,RENTAL,590,f,f,,0.00,2025-11-21,2025-12-10,https://streeteasy.com/building/one-east-river-place/37d
Hunters Point,43-12 Hunter Street,1104,11101,0,1,0,3750,3438,RENTAL,0,f,f,12,1.00,2026-01-05,2025-12-10,https://streeteasy.com/building/the-cove/1104
Lenox Hill,315 East 73rd Street,XT,10021,2,1,0,3600,0,RENTAL,0,f,f,,0.00,2025-12-10,2025-12-10,https://streeteasy.com/building/315-east-73-street-new_york/xt
Lincoln Square,30 West 63rd Street,7S,10023,1,1,1,5100,0,CONDO,0,f,f,,0.00,2025-12-09,2025-12-10,https://streeteasy.com/building/30-lincoln-plaza/7s
Gramercy Park,225 East 14th Street,1A,10003,1,1,0,3950,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-10,https://streeteasy.com/building/225-east-14-street-new_york/1a
Prospect Heights,750 Washington Avenue,2LA,11238,0,1,0,2670,0,RENTAL,0,f,f,,0.00,2025-12-09,2025-12-10,https://streeteasy.com/building/750-washington-avenue-brooklyn/2la
Riverdale,4455 Douglas Avenue,5D,10471,2,2,0,5000,0,CONDO,1337,t,f,,0.00,2025-12-09,2025-12-10,https://streeteasy.com/building/4455-douglas-avenue-bronx/5d
Bedford-Stuyvesant,1164 Fulton Street,2,11216,4,2,0,5200,0,MIXED_USE,1100,f,f,,0.00,2025-12-09,2025-12-10,https://streeteasy.com/building/1164-fulton-street-brooklyn/2
